label,text
ham,ITS A LAPTOP TAKE IT WITH YOU.
ham,K I'll call you when I'm close
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,Don no da:)whats you plan?
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
ham,Oh baby of the house. How come you dont have any new pictures on facebook
ham,Shall i come to get pickle
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,Was the actual exam harder than NBME
ham,* Thought I didn't see you.
ham,You are not bothering me but you have to trust my answers. Pls.
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,I know she called me
ham,"Carlos took a while (again), we leave in a minute"
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,Anything...
ham,I think steyn surely get one wicket:)
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,Hey i've booked the 2 lessons on sun liao...
ham,I meant middle left or right?
ham,I cant pick the phone right now. Pls send a message
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,Yeah get the unlimited
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,Er mw im filled tuth is aight
ham,"Customer place, i wil cal u sir."
ham,Have you heard from this week?
ham,Thats cool princess! I will cover your face in hot sticky cum :)
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham,WOT U WANNA DO THEN MISSY?
ham,Well welp is sort of a semiobscure internet thing
ham,It is a good thing I'm now getting the connection to bw
ham,U can call now...
ham,Love you aathi..love u lot..
ham,"I've got ten bucks, jay is being noncomittal"
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,Meet after lunch la...
ham,Otherwise had part time job na-tuition..
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
ham,Ok... Then r we meeting later?
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
ham,It's ok lar. U sleep early too... Nite...
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry ‰Û_ Head * ok but throat * wrecked. See you at six then!"
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,Yar but they say got some error.
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,Thanks love. But am i doing torch or bold.
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,No break time one... How... I come out n get my stuff fr Ì_?
ham,Lol where do u come up with these ideas?
ham,Not a drop in the tank
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,Cps is causing the outages to conserve energy.
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?
ham,I dont know exactly could you ask chechi.
ham,I dont know why she.s not getting your messages
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,If You mean the website. Yes.
ham,\alright babe
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
ham,make that 3! 4 fucks sake?! x
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
ham,Quite late lar... Ard 12 anyway i wun b drivin...
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,Also maaaan are you missing out
ham,Ok... Let u noe when i leave my house.
ham,Siva is in hostel aha:-.
ham,"That's what I love to hear :V see you sundayish, then"
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,Just finished. Missing you plenty
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,I am late. I will be there at
ham,Are you staying in town ?
ham,Am i that much bad to avoid like this?
ham,Hey company elama po mudyadhu.
ham,Hahaha..use your brain dear
ham,With my sis lor... We juz watched italian job.
ham,"Yes, my reg is  Ciao!"
ham,Ok...
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,"Right on brah, see you later"
ham,I'm really sorry I lit your hair on fire
ham,Also hi wesley how've you been
ham,We're done...
ham,I'm at work. Please call
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
ham,I dont have that much image in class.
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?"
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,"Alright we're hooked up, where you guys at"
ham,Ok. So april. Cant wait
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,Dear i have reache room
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,Lol I would but despite these cramps I like being a girl.
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,Why nothing. Ok anyway give me treat
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,My sister going to earn more than me da.
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,When you guys planning on coming over?
ham,What he said is not the matter. My mind saying some other matter is there.
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,Takin a shower now but yeah I'll leave when I'm done
ham,"Cool, I'll text you in a few"
ham,Just glad to be talking to you.
ham,U call me alter at 11 ok.
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
ham,Can't take any major roles in community outreach. You rock mel
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,No. I dont want to hear anything
ham,Do you like shaking your booty on the dance floor?
ham,Ya had just now.onion roast.
ham,Thats cool. How was your day?
ham,How is your schedule next week? I am out of town this weekend.
ham,"that would be good ‰Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
ham,I'm job profile seems like bpo..
ham,Once free call me sir.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Ya! when are Ì_ taking ure practical lessons? I start in june..  
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,"Haha better late than ever, any way I could swing by?"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Another month. I need chocolate weed and alcohol.
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham,Wishing you a wonderful week.
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,I not at home now lei...
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Yes princess! I want to catch you with my big strong hands...
ham,"That's good, because I need drugs"
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,She's fine. Sends her greetings
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,One small prestige problem now.
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,No..its ful of song lyrics..
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
ham,No need to say anything to me. I know i am an outsider
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg
ham,I uploaded mine to Facebook
ham,Hey what how about your project. Started aha da.
ham,He is a womdarfull actor
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham,"I dont knw pa, i just drink milk.."
ham,Lol yes. But it will add some spice to your day.
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
spam,"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,"Hi Chikku, send some nice msgs"
ham,Short But Cute: \Be a good person
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,"4 tacos + 1 rajas burrito, right?"
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,"Sir, I need AXIS BANK account no and bank address."
ham,You do what all you like
ham,U should make a fb list
ham,Hope you are having a good week. Just checking in
ham,Just send a text. We'll skype later.
ham,We confirm eating at esplanade?
ham,Auntie huai juan never pick up her phone
ham,how are you? I miss you!
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
ham,Dad says hurry the hell up
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,Tension ah?what machi?any problem?
ham,I will treasure every moment we spend together...
ham,Just sleeping..and surfing
ham,"Uh, heads up we don't have THAT much left"
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,Mine here like all fr china then so noisy.
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,Me n him so funny...
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
ham,Audrie lousy autocorrect
ham,And you! Will expect you whenever you text! Hope all goes well tomo 
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham,What time do u get out?
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
ham,Carlos says we can pick up from him later so yeah we're set
ham,How will I creep on you now? ;_;
ham,ÌÏ log off 4 wat. It's sdryb8i
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
ham,Dont pick up d call when something important is There to tell. Hrishi
ham,Great. So should i send you my account number.
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,Where are you call me.
ham,Oh ic. I thought you meant mary jane.
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,So Ì_ pay first lar... Then when is da stock comin...
ham,Then why no one talking to me
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
ham,And he's apparently bffs with carly quick now
ham,Thanx a lot 4 ur help!
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,So how many days since then?
ham,Its normally hot mail. Com you see!
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,"K, want us to come by now?"
ham,Early bird! Any purchases yet?
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,"Probably, want to pick up more?"
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,Can i get your opinion on something first?
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,Pls send me your address sir.
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,Havent.
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
ham,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\"""""
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248
ham,Hey i've booked the pilates and yoga lesson already... Haha
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,Ok... C ya...
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,Ok then no need to tell me anything i am going to sleep good night
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,Does not operate after  &lt;#&gt;  or what
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,"Sorry, I'll call later"
ham,i dnt wnt to tlk wid u
ham,But i'm surprised she still can guess right lor...
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,We r outside already.
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too."
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,If we win its really no 1 side for long time.
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,But that's on ebay it might be less elsewhere.
ham,Do you know where my lab goggles went
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
ham,Send me yetty's number pls.
ham,"I hav almost reached. Call, i m unable to connect u."
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
spam,PRIVATE! Your 2003 Account Statement for 078
ham,No..he joined today itself.
ham,Ding me on ya break fassyole! Blacko from londn
ham,Ok i juz receive..
ham,R u sure they'll understand that! Wine * good idea just had a slurp!
ham,I was slept that time.you there?
spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
ham,Hey r Ì_ still online? I've finished the formatting...
ham,Great! I have to run now so ttyl!
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
ham,Ok then i come n pick u at engin?
ham,Yo come over carlos will be here soon
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,I'll be late...
ham,You'll never believe this but i have actually got off at taunton. Wow
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Thx. All will be well in a few months
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg
ham,Bring home some Wendy =D
ham,It means u could not keep ur words.
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,Just normal only here :)
ham,You'd like that wouldn't you? Jerk!
ham,Mm feeling sleepy. today itself i shall get that dear
ham,Stop knowing me so well!
ham,Doing project w frens lor. 
ham,Yar... I tot u knew dis would happen long ago already.
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,Nope thats fine. I might have a nap tho! 
ham,"I'm in a meeting, call me later at"
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
ham,"see you then, we're all christmassy here!"
ham,Dude we should go sup again
ham,Really? I crashed out cuddled on my sofa.
ham,No messages on her phone. I'm holding it now
ham,Nan sonathaya soladha. Why boss?
ham,She doesnt need any test.
ham,Have your lunch and come quickly and open the door:)
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
ham,Ho ho - big belly laugh! See ya tomo
ham,\Hey sorry I didntgive ya a a bellearlier hunny
ham,Can. Dunno wat to get 4 her...
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
ham,In e msg jus now. U said thanks for gift.
ham,Apps class varaya elaya.
ham,"Nope. Since ayo travelled, he has forgotten his guy"
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham,I will vote for wherever my heart guides me
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,We'll join the  &lt;#&gt;  bus
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
